id_number,name,name_english,slug,type,country_code,poster_path,total_episodes,latest_episode_sub,latest_episode_dub,airing_status,aired_from,runtime,rating_type,has_sub,has_dub,mal_score,genres,id
1,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,fullmetal-alchemist-brotherhood,TV,jp,0d/2d/0d2d0a1d4276e7e2595702dc4cebbda9/0d2d0a1d4276e7e2595702dc4cebbda9.jpeg,64.0,64.0,64,1,"Apr 5, 2009",24.0,R,1,1,9.15,"Action,Adventure,Comedy,Drama,Fantasy,Magic,Shounen,Military",gTNZR4
2,Hunter x Hunter (2011),Hunter x Hunter,hunter-x-hunter,TV,jp,99/3c/993c0361975cce4c7fbb11f8558f9664/993c0361975cce4c7fbb11f8558f9664.jpg,148.0,148.0,148,1,"Oct 2, 2011",23.0,PG-13,1,1,9.05,"Action,Adventure,Fantasy,Shounen,Super Power",mWf5Ei
3,Steins;Gate,Steins;Gate,steinsgate,TV,jp,68/35/6835ff30fa46da5612e3adc81f51724e/6835ff30fa46da5612e3adc81f51724e.jpg,24.0,24.0,24,1,"Apr 6, 2011",24.0,PG-13,1,1,9.09,"Drama,Sci-Fi,Psychological,Thriller,Isekai",lObfa7
4,Gintama°,Gintama Season 4,gintama-season-4,TV,jp,a1/15/a115c6b61df10d8d42ed854e72bfdb93/a115c6b61df10d8d42ed854e72bfdb93.jpg,51.0,51.0,0,1,"Apr 8, 2015",24.0,PG-13,1,0,9.09,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",HVv9KC
5,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,legend-of-the-galactic-heroes,TV,jp,83/08/830851972f7453ad853adeb71e423f25/830851972f7453ad853adeb71e423f25.jpg,110.0,110.0,0,1,"Jan 8, 1988",26.0,R,1,0,9.04,"Drama,Sci-Fi,Space,Military",99zKIf
6,Gintama',Gintama Season 2,gintama-season-2,TV,jp,5a/2f/5a2f7d0736f223f096c459751f6f0bd6/5a2f7d0736f223f096c459751f6f0bd6.jpg,51.0,51.0,0,1,"Apr 4, 2011",24.0,PG-13,1,0,9.06,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",zWnYyc
8,Gintama': Enchousen,Gintama: Enchousen,gintama-enchousen,TV,jp,7a/37/7a3718dee58fcdd9980377689bb379dc/7a3718dee58fcdd9980377689bb379dc.jpg,13.0,13.0,0,1,"Oct 4, 2012",24.0,PG-13,1,0,9.04,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",Lw8S99
9,3-gatsu no Lion 2nd Season,March Comes In Like A Lion 2nd Season,march-comes-in-like-a-lion-2nd-season,TV,jp,8a/7f/8a7f6d658709105486e07b3ebdd5b273/8a7f6d658709105486e07b3ebdd5b273.jpg,22.0,22.0,22,1,"Oct 14, 2017",25.0,PG-13,1,1,8.97,"Drama,Game,Slice of Life,Seinen",MxqVc2
10,Kimi no Na wa.,Your Name,your-name,Movie,jp,16/ee/16eec56baf8f3fcc6430607f58ce3d12/16eec56baf8f3fcc6430607f58ce3d12.jpg,1.0,1.0,1,1,"Aug 26, 2016",106.0,PG-13,1,1,8.88,"Drama,Romance,School,Supernatural",498zNN
11,Koe no Katachi,A Silent Voice,a-silent-voice,Movie,jp,7f/c6/7fc61d82b89949dff4319bd73ff2d456/7fc61d82b89949dff4319bd73ff2d456.jpg,1.0,1.0,1,1,"Sep 17, 2016",130.0,PG-13,1,1,8.96,"Drama,School,Shounen",pfK6GQ
12,Gintama.,Gintama Season 5,gintama-season-5,TV,jp,53/46/53463791fa7b97b16a5c8a72a175403d/53463791fa7b97b16a5c8a72a175403d.jpg,12.0,12.0,0,1,"Jan 9, 2017",24.0,PG-13,1,0,8.98,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",SQiScB
13,Gintama,Gintama,gintama,TV,jp,55/7c/557c4c18257fd706c7ab480ce75fdd6f/557c4c18257fd706c7ab480ce75fdd6f.jpg,201.0,201.0,49,1,"Apr 4, 2006",24.0,PG-13,1,1,8.95,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",ALwfgP
14,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama Movie 2: The Final Chapter - Be Forever Yorozuya,gintama-movie-2-the-final-chapter-be-forever-yorozuya,Movie,jp,13/92/13923da0128300dda128a10132465e4b/13923da0128300dda128a10132465e4b.jpg,1.0,1.0,0,1,"Jul 6, 2013",110.0,PG-13,1,0,8.94,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",lq3d0K
21,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Gintama.: Silver Soul Arc - Second Half War,gintama-silver-soul-arc-second-half-war,TV,jp,05/2c/052c2bf4847c61963a605066c036298a/052c2bf4847c61963a605066c036298a.jpg,14.0,14.0,0,1,"Jul 9, 2018",24.0,PG-13,1,0,8.85,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",j4vys3
71,Natsume Yuujinchou Go,Natsume's Book of Friends Season 5,natsumes-book-of-friends-season-5,TV,jp,aa/f0/aaf0b6dc164e4ffed2c5cc9ad04927d6/aaf0b6dc164e4ffed2c5cc9ad04927d6.jpg,11.0,13.0,0,1,"Oct 5, 2016",23.0,PG-13,1,0,8.58,"Demons,Drama,Shoujo,Slice of Life,Supernatural",aIrRex
94,Saiki Kusuo no Ψ-nan 2,The Disastrous Life of Saiki K. 2,the-disastrous-life-of-saiki-k-2,TV,jp,05/87/05878f31a262e24cde809c15266a03ba/05878f31a262e24cde809c15266a03ba.jpg,24.0,24.0,0,1,"Jan 17, 2018",24.0,PG-13,1,0,8.44,"Comedy,School,Shounen,Slice of Life,Supernatural",no346R
104,Gotcha!,Gotcha!,gotcha,Music,jp,57/ed/57ed1c684d2478e99559bb5fa5d52e0e/57ed1c684d2478e99559bb5fa5d52e0e.jpg,1.0,1.0,0,1,"Sep 29, 2020",3.0,PG,1,0,8.48,"Fantasy,Music",0Knfwk
15,Clannad: After Story,Clannad ~After Story~,clannad-after-story,TV,jp,04/e6/04e65044c0d9637367efe0cddf7dd205/04e65044c0d9637367efe0cddf7dd205.jpg,24.0,24.0,24,1,"Oct 3, 2008",24.0,PG-13,1,1,8.95,"Comedy,Drama,Romance,Slice of Life,Supernatural",PKeK40
16,Owarimonogatari 2nd Season,Owarimonogatari Second Season,owarimonogatari-second-season,TV,jp,fd/62/fd6209d6f7a4c36fa0a6c7504102a309/fd6209d6f7a4c36fa0a6c7504102a309.jpg,7.0,7.0,0,1,"Aug 12, 2017",22.0,R,1,0,8.91,"Comedy,Mystery,Vampire,Supernatural",VCV7UC
17,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,code-geass-lelouch-of-the-rebellion-r2,TV,jp,39/82/3982e0e11afc5261c6c0daf71c408342/3982e0e11afc5261c6c0daf71c408342.jpg,25.0,25.0,25,1,"Apr 6, 2008",24.0,R,1,1,8.91,"Action,Drama,Mecha,Sci-Fi,Super Power,Military",ZNJOCT
18,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,haikyu-3rd-season,TV,jp,d4/78/d478edb8170087ac0171f62bda7acc43/d478edb8170087ac0171f62bda7acc43.jpg,10.0,10.0,10,1,"Oct 8, 2016",24.0,PG-13,1,1,8.8,"Comedy,Drama,School,Shounen,Sports",zPkDVt
178,Major: World Series,Major: World Series,major-world-series,OVA,jp,e5/bf/e5bf95f7c88b742c555fdfff49b41e51/e5bf95f7c88b742c555fdfff49b41e51.jpg,2.0,2.0,0,1,"Dec 16, 2011",28.0,PG-13,1,0,8.32,"Comedy,Drama,Shounen,Sports",tqyDTT
180,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Natsume Yuujinchou: Itsuka Yuki no Hi ni,natsume-yuujinchou-itsuka-yuki-no-hi-ni,OVA,jp,ff/00/ff00d3fb7d088392dc147521a9438121/ff00d3fb7d088392dc147521a9438121.jpg,1.0,1.0,0,1,"Feb 1, 2014",23.0,PG-13,1,0,8.34,"Demons,Drama,Shoujo,Slice of Life,Supernatural",1cAopI
192,Gintama: Shiroyasha Koutan,Gintama: Shiroyasha Koutan,gintama-shiroyasha-koutan,Special,jp,84/9a/849ad157d5bf0caff8db6fae38332b83/849ad157d5bf0caff8db6fae38332b83.jpg,1.0,1.0,0,1,"Sep 21, 2008",10.0,PG-13,1,0,8.34,"Action,Comedy,Historical,Parody,Sci-Fi",Tt5eMM
19,Mob Psycho 100 II,Mob Psycho 100 II,mob-psycho-100-ii,TV,jp,48/8e/488e740746ded4e21aa9737ed2a68008/488e740746ded4e21aa9737ed2a68008.jpg,13.0,13.0,13,1,"Jan 7, 2019",24.0,PG-13,1,1,8.81,"Action,Comedy,Slice of Life,Supernatural",bLLgFG
20,Sen to Chihiro no Kamikakushi,Spirited Away,spirited-away,Movie,jp,1d/22/1d226c74f7248dda6aac32d8f915b8f1/1d226c74f7248dda6aac32d8f915b8f1.jpg,1.0,1.0,1,1,"Jul 20, 2001",124.0,PG,1,1,8.79,"Adventure,Drama,Supernatural",716VTS
22,Kizumonogatari III: Reiketsu-hen,Kizumonogatari III: Reiketsu-hen,kizumonogatari-iii-reiketsu-hen,Movie,jp,fb/f9/fbf9f604cd3bf564317f54536671b003/fbf9f604cd3bf564317f54536671b003.jpg,1.0,1.0,0,1,"Jan 6, 2017",83.0,R,1,0,8.81,"Action,Mystery,Vampire,Supernatural",ItHCgd
23,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War Season 2,kaguya-sama-love-is-war-season-2,TV,jp,d6/0c/d60c49622dfd7731dd6f664289d2e76f/d60c49622dfd7731dd6f664289d2e76f.jpg,12.0,12.0,12,1,"Apr 11, 2020",24.0,PG-13,1,1,8.66,"Comedy,Romance,School,Psychological,Seinen",9Lruuo
216,Gin no Saji 2nd Season,Silver Spoon 2nd Season,silver-spoon-2nd-season,TV,jp,ef/86/ef863e2a90dbaff010eb8406b81bf677/ef863e2a90dbaff010eb8406b81bf677.jpg,11.0,11.0,0,1,"Jan 10, 2014",24.0,PG-13,1,0,8.28,"Comedy,School,Shounen,Slice of Life",yVwWsN
240,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,steinsgate-kyoukaimenjou-no-missing-link-divide-by-zero,Special,jp,28/f6/28f672599958bfcc823a93b024696d47/28f672599958bfcc823a93b024696d47.jpg,1.0,1.0,1,1,"Dec 3, 2015",24.0,PG-13,1,1,8.27,"Sci-Fi,Thriller",gPOJq0
24,Gintama.: Shirogane no Tamashii-hen,Gintama.: Silver Soul Arc,gintama-silver-soul-arc,TV,jp,3c/bb/3cbb72fff690d4fbff95541d481eea5f/3cbb72fff690d4fbff95541d481eea5f.jpg,12.0,26.0,0,1,"Jan 8, 2018",24.0,PG-13,1,0,8.82,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",31LKf6
25,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Made in Abyss Movie 3: Dawn of the Deep Soul,made-in-abyss-movie-3-dawn-of-the-deep-soul,Movie,jp,1d/c4/1dc451293e0fdee7c45d31de7e49d436/1dc451293e0fdee7c45d31de7e49d436.jpg,1.0,1.0,1,1,"Jan 17, 2020",105.0,R,1,1,8.69,"Adventure,Mystery,Drama,Fantasy,Sci-Fi",RKH9hT
26,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,descending-stories-showa-genroku-rakugo-shinju,TV,jp,0a/b7/0ab78422606c779c4b17ad388845664f/0ab78422606c779c4b17ad388845664f.jpg,12.0,12.0,0,1,"Jan 7, 2017",24.0,PG-13,1,0,8.76,"Drama,Historical,Josei",3ZbGsd
27,Cowboy Bebop,Cowboy Bebop,cowboy-bebop,TV,jp,ce/5e/ce5e539af63e42431621fc66a47fbec1/ce5e539af63e42431621fc66a47fbec1.jpg,26.0,26.0,26,1,"Apr 3, 1998",24.0,R,1,1,8.77,"Action,Adventure,Comedy,Drama,Sci-Fi,Space",JwEcEt
255,Initial D Final Stage,Initial D Final Stage,initial-d-final-stage,TV,jp,14/86/1486234bc5b2aec7047b59719b30c3ae/1486234bc5b2aec7047b59719b30c3ae.jpg,4.0,4.0,0,1,"May 16, 2014",27.0,PG-13,1,0,8.25,"Cars,Sports,Seinen",FE9hWx
281,Saiki Kusuo no Ψ-nan: Kanketsu-hen,The Disastrous Life of Saiki K. Final Arc,the-disastrous-life-of-saiki-k-final-arc,Special,jp,50/88/50888b6a169a08dfaf4cf95e17eb6504/50888b6a169a08dfaf4cf95e17eb6504.jpg,1.0,2.0,0,1,"Dec 28, 2018",50.0,PG-13,1,0,8.23,"Comedy,School,Shounen,Slice of Life,Supernatural",AnIbq7
286,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,Scissor Seven 2nd season,scissor-seven-2nd-season,ONA,jp,53/a2/53a21118b52dd85aec81aba8f73b37df/53a21118b52dd85aec81aba8f73b37df.jpg,10.0,10.0,10,1,"Oct 23, 2019",15.0,R,1,1,8.22,"Action,Comedy,Mystery,Drama,Martial Arts,Super Power",lMg71a
28,Fate/stay night: Heaven's Feel III: Spring Song,Fate/stay night: Heaven's Feel III: Spring Song,fatestay-night-heavens-feel-iii-spring-song,Movie,jp,98/f2/98f207050b0ff96bd5a558890e1f0672/98f207050b0ff96bd5a558890e1f0672.jpg,1.0,1.0,1,1,"Aug 15, 2020",122.0,R,1,1,8.74,"Action,Fantasy,Magic,Supernatural",ZV8sf6
29,Haikyuu!! Second Season,Haikyu!! 2nd Season,haikyu-2nd-season,TV,jp,b2/68/b2689b8a2aa02e73c9d75ebcea66f7b0/b2689b8a2aa02e73c9d75ebcea66f7b0.jpg,25.0,25.0,25,1,"Oct 4, 2015",24.0,PG-13,1,1,8.66,"Comedy,Drama,School,Shounen,Sports",SPWtnW
30,Monogatari Series: Second Season,Monogatari Series: Second Season,monogatari-series-second-season,TV,jp,5c/c1/5cc1697af64c1f7dc2d6ac6110afa41d/5cc1697af64c1f7dc2d6ac6110afa41d.jpg,26.0,26.0,0,1,"Jul 7, 2013",24.0,R,1,0,8.78,"Comedy,Mystery,Romance,Vampire,Supernatural",dSk366
31,Shigatsu wa Kimi no Uso,Your Lie in April,your-lie-in-april,TV,jp,17/13/1713f98ec94d824b3a34ef0f4ace633f/1713f98ec94d824b3a34ef0f4ace633f.jpg,22.0,22.0,22,1,"Oct 10, 2014",22.0,PG-13,1,1,8.68,"Drama,Music,Romance,School,Shounen",9aFBgM
300,Quanzhi Gaoshou 2,The King's Avatar 2,the-kings-avatar-2,ONA,jp,e2/41/e2417e65191bb0c1534beb4eb5883bc6/e2417e65191bb0c1534beb4eb5883bc6.jpg,12.0,12.0,0,1,"Sep 25, 2020",26.0,PG-13,1,0,8.23,"Action,Game",hwV1Mt
316,One Piece: The Movie 14 - Stampede,One Piece: The Movie 14 - Stampede,one-piece-the-movie-14-stampede,Movie,jp,e8/a1/e8a122d878c53cddf5730946f3bae6fb/e8a122d878c53cddf5730946f3bae6fb.jpg,1.0,1.0,1,1,"Aug 9, 2019",101.0,PG-13,1,1,8.19,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power",0z4suK
336,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,one-piece-episode-of-nami-tears-of-a-navigator-and-the-bonds-of-friends,Special,jp,e8/ec/e8ec23b151d2e3e0a392c3ce9f4429b7/e8ec23b151d2e3e0a392c3ce9f4429b7.jpg,1.0,1.0,0,1,"Aug 25, 2012",106.0,PG-13,1,0,8.16,"Action,Adventure,Comedy,Drama,Fantasy,Shounen,Super Power",ajDZRG
363,Tsubasa: Shunraiki,Tsubasa RESERVoir CHRoNiCLE: Spring Thunder Chronicle,tsubasa-reservoir-chronicle-spring-thunder-chronicle,OVA,jp,15/23/1523cce75ca447f1571db215f3051d43/1523cce75ca447f1571db215f3051d43.jpg,2.0,2.0,0,1,"Mar 17, 2009",29.0,R,1,0,8.14,"Action,Adventure,Mystery,Drama,Fantasy,Magic,Romance,Shounen,Supernatural",crDBSN
32,Made in Abyss,Made in Abyss,made-in-abyss,TV,jp,dd/3c/dd3c2fdc4c6ac5fbeb0110e9bfd465d4/dd3c2fdc4c6ac5fbeb0110e9bfd465d4.jpg,13.0,13.0,13,1,"Jul 7, 2017",25.0,R,1,1,8.69,"Adventure,Mystery,Drama,Fantasy,Sci-Fi",FvVhd3
33,Mushishi Zoku Shou 2nd Season,Mushishi Zoku Shou 2nd Season,mushishi-zoku-shou-2nd-season,TV,jp,61/e7/61e75f58a9e14f6297ec062179b30391/61e75f58a9e14f6297ec062179b30391.jpg,10.0,10.0,0,1,"Oct 19, 2014",23.0,PG-13,1,0,8.74,"Adventure,Mystery,Fantasy,Historical,Slice of Life,Supernatural,Seinen",rmXU6B
34,Hajime no Ippo,Fighting Spirit,fighting-spirit,TV,jp,26/6f/266f26305336e98b875ff53a302e9f8e/266f26305336e98b875ff53a302e9f8e.jpg,75.0,75.0,75,1,"Oct 4, 2000",23.0,PG-13,1,1,8.74,"Comedy,Drama,Shounen,Sports",Fxdctz
35,Haikyuu!!: To the Top 2nd Season,Haikyuu!!: To the Top 2nd Season,haikyuu-to-the-top-2nd-season,TV,jp,6b/95/6b956e64e19a837a10b881c05fa81455/6b956e64e19a837a10b881c05fa81455.jpg,12.0,12.0,0,1,"Oct 3, 2020",23.0,PG-13,1,0,8.54,"Comedy,Drama,School,Shounen,Sports",P3gcv1
364,Yowamushi Pedal: Grande Road,Yowamushi Pedal: Grande Road,yowamushi-pedal-grande-road,TV,jp,2b/6c/2b6ca043274ef7013f990e9f0e1308bc/2b6ca043274ef7013f990e9f0e1308bc.jpg,24.0,24.0,0,1,"Oct 7, 2014",23.0,PG-13,1,0,8.14,"Comedy,Drama,Shounen,Sports",8Hap43
377,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,interstella5555-the-5tory-of-the-5ecret-5tar-5ystem,Music,jp,f3/52/f35275f188caf6c0509ab2a61236dc86/f35275f188caf6c0509ab2a61236dc86.jpg,1.0,1.0,0,1,"Dec 1, 2003",65.0,G,1,0,8.13,"Adventure,Drama,Music,Sci-Fi",t9f6VM
386,Douluo Dalu: Jingying Sai,Soul Land: 2nd Season,soul-land-2nd-season,ONA,jp,cd/4c/cd4cbfbbae123185246046309426a733/cd4cbfbbae123185246046309426a733.jpg,26.0,26.0,0,1,"Dec 1, 2018",20.0,PG-13,1,0,8.12,"Action,Adventure,Fantasy,Historical,Martial Arts,Supernatural",VosO1q
36,Mononoke Hime,Princess Mononoke,princess-mononoke,Movie,jp,12/d0/12d035088d46d18d76f751d07ef8e31e/12d035088d46d18d76f751d07ef8e31e.jpg,1.0,1.0,1,1,"Jul 12, 1997",133.0,PG-13,1,1,8.69,"Action,Adventure,Fantasy",tZH6SV
37,Monster,Monster,monster,TV,jp,ec/d3/ecd3e711e8b8d78306bdcbb0a595baf1/ecd3e711e8b8d78306bdcbb0a595baf1.jpg,74.0,74.0,74,1,"Apr 7, 2004",24.0,R+,1,1,8.81,"Mystery,Drama,Horror,Police,Psychological,Thriller,Seinen",GFbJkb
38,Mushishi Zoku Shou,Mushishi: The Next Chapter,mushishi-the-next-chapter,TV,jp,37/a3/37a39e7eef7ce37b926ff6c6ccf9d3c4/37a39e7eef7ce37b926ff6c6ccf9d3c4.jpg,11.0,11.0,9,1,"Apr 5, 2014",24.0,PG-13,1,0,8.71,"Adventure,Mystery,Fantasy,Historical,Slice of Life,Supernatural,Seinen",Gckilx
39,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,samurai-x-trust-and-betrayal,OVA,jp,f1/3b/f13b6c6809abffb513945247acdc4f3e/f13b6c6809abffb513945247acdc4f3e.jpg,4.0,4.0,4,1,"Feb 20, 1999",30.0,R,1,1,8.72,"Action,Drama,Historical,Martial Arts,Samurai,Romance,Shounen",io2StJ
398,Haikyuu!! Movie 4: Concept no Tatakai,Haikyuu!! Movie 4: Concept no Tatakai,haikyuu-movie-4-concept-no-tatakai,Movie,jp,09/0e/090ee09828577ea4067565a3badd96ec/090ee09828577ea4067565a3badd96ec.jpg,1.0,1.0,0,1,"Sep 29, 2017",88.0,PG-13,1,0,8.12,"Comedy,Drama,School,Shounen,Sports",KWHVc1
403,Tamayura: Sotsugyou Shashin Part 4 - Ashita,Tamayura: Sotsugyou Shashin Part 4 - Ashita,tamayura-sotsugyou-shashin-part-4-ashita,Movie,jp,fc/1f/fc1f008fdc69312e67c9770a2d83aad8/fc1f008fdc69312e67c9770a2d83aad8.jpg,1.0,1.0,0,1,"Apr 2, 2016",57.0,G,1,0,8.1,"Comedy,Drama,Slice of Life",EH0tMZ
40,Vinland Saga,Vinland Saga,vinland-saga,TV,jp,9c/c8/9cc864ccccce7f38f7a100627ef21516/9cc864ccccce7f38f7a100627ef21516.jpg,24.0,24.0,24,1,"Jul 8, 2019",24.0,R,1,1,8.73,"Action,Adventure,Drama,Historical,Seinen",CXv99L
41,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,code-geass-lelouch-of-the-rebellion,TV,jp,b7/b1/b7b180ff8404f0475e60a4f3a0f5bd20/b7b180ff8404f0475e60a4f3a0f5bd20.jpg,25.0,25.0,25,1,"Oct 6, 2006",24.0,R,1,1,8.71,"Action,Drama,Mecha,School,Sci-Fi,Super Power,Military",9va9Zd
42,Great Teacher Onizuka,Great Teacher Onizuka,great-teacher-onizuka,TV,jp,48/e3/48e3444bbb6d58d37977b6e2c6a78cb2/48e3444bbb6d58d37977b6e2c6a78cb2.jpg,43.0,43.0,43,1,"Jun 30, 1999",25.0,R,1,1,8.69,"Comedy,Drama,School,Shounen,Slice of Life",hEgxZi
43,Mushishi,Mushi-Shi,mushi-shi,TV,jp,89/38/89384a83587d5df358e6d77bf4b6cb37/89384a83587d5df358e6d77bf4b6cb37.jpg,26.0,26.0,26,1,"Oct 23, 2005",25.0,PG-13,1,1,8.68,"Adventure,Mystery,Fantasy,Historical,Slice of Life,Supernatural,Seinen",WoSsNz
412,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Hidamari Sketch: Sae Hiro Sotsugyou-hen,hidamari-sketch-sae-hiro-sotsugyou-hen,OVA,jp,86/e9/86e94434d4b9a0a366cdfa13a4f46164/86e94434d4b9a0a366cdfa13a4f46164.jpg,2.0,2.0,0,1,"Nov 27, 2013",23.0,PG-13,1,0,8.1,"Comedy,School,Slice of Life,Seinen",navtz9
421,Initial D Fifth Stage,Initial D Fifth Stage,initial-d-fifth-stage,TV,jp,f3/c2/f3c2a15a85578ec0f764c5d249982605/f3c2a15a85578ec0f764c5d249982605.jpg,14.0,14.0,0,1,"Nov 4, 2012",27.0,PG-13,1,1,8.09,"Action,Cars,Drama,Sports,Seinen",vCnfri
424,Made in Abyss Movie 1: Tabidachi no Yoake,Made in Abyss Movie 1: Journey's Dawn,made-in-abyss-movie-1-journeys-dawn,Movie,jp,a1/0c/a10c4e42d3800be2075c548ba10c24dc/a10c4e42d3800be2075c548ba10c24dc.jpg,1.0,1.0,1,1,"Jan 4, 2019",119.0,R,1,1,8.1,"Adventure,Mystery,Drama,Fantasy,Sci-Fi",JCFblN
427,Saint Seiya: Meiou Hades Juuni Kyuu-hen,Saint Seiya: The Hades Chapter - Sanctuary,saint-seiya-the-hades-chapter-sanctuary,OVA,jp,2b/02/2b0260a78eb9d7439cae49b95c9099d3/2b0260a78eb9d7439cae49b95c9099d3.jpg,13.0,13.0,0,1,"Nov 9, 2002",25.0,PG-13,1,0,8.08,"Adventure,Sci-Fi,Shounen",DE1Tg2
44,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Rascal Does Not Dream of a Dreaming Girl,rascal-does-not-dream-of-a-dreaming-girl,Movie,jp,f4/1f/f41f4c62f5f3824f1dcdea53752c5286/f41f4c62f5f3824f1dcdea53752c5286.jpg,1.0,1.0,0,1,"Jun 15, 2019",90.0,PG-13,1,0,8.64,"Comedy,Drama,Romance,School,Supernatural",dToqyj
45,Tengen Toppa Gurren Lagann,Gurren Lagann,gurren-lagann,TV,jp,eb/6f/eb6f749e861eaa3abec23f6f82636552/eb6f749e861eaa3abec23f6f82636552.jpg,27.0,27.0,27,1,"Apr 1, 2007",24.0,PG-13,1,1,8.64,"Action,Adventure,Comedy,Mecha,Sci-Fi",SKYe4s
46,Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,fighting-spirit-new-challenger,TV,jp,5b/e4/5be4bc2d005fbcb3eaaecd82056775be/5be4bc2d005fbcb3eaaecd82056775be.jpg,26.0,26.0,0,1,"Jan 7, 2009",23.0,PG-13,1,0,8.66,"Comedy,Drama,Shounen,Sports",gSOooO
47,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,demon-slayer-kimetsu-no-yaiba,TV,jp,30/df/30df93feaa422101659e14d0a2a2f582/30df93feaa422101659e14d0a2a2f582.jpg,26.0,26.0,26,1,"Apr 6, 2019",23.0,R,1,1,8.57,"Action,Demons,Historical,Shounen,Supernatural",UIeFz7
435,Haikyuu!! Movie 3: Sainou to Sense,Haikyuu!! Movie 3: Sainou to Sense,haikyuu-movie-3-sainou-to-sense,Movie,jp,83/ef/83ef9ddb31088d68fb6bd0accc2b44dc/83ef9ddb31088d68fb6bd0accc2b44dc.jpg,1.0,1.0,0,1,"Sep 15, 2017",89.0,PG-13,1,0,8.08,"Comedy,Drama,School,Shounen,Sports",JlQDax
436,High Score Girl: Extra Stage,High Score Girl: Extra Stage,high-score-girl-extra-stage,OVA,jp,98/2a/982a63018f262d74a0b6dc5a1073a05e/982a63018f262d74a0b6dc5a1073a05e.jpg,3.0,3.0,3,1,"Mar 20, 2019",25.0,PG-13,1,1,8.08,"Comedy,Game,Romance,School,Seinen",rBmJwb
445,Golden Kamuy 3rd Season,Golden Kamuy Season 3,golden-kamuy-season-3,TV,jp,05/af/05af4af9518a27c70d892dacd36350c6/05af4af9518a27c70d892dacd36350c6.jpg,12.0,12.0,12,1,"Oct 5, 2020",23.0,R,1,1,8.18,"Action,Adventure,Historical,Seinen",oDto5A
48,Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,natsumes-book-of-friends-season-4,TV,jp,85/7a/857ade1388459c0511cdff4c07146691/857ade1388459c0511cdff4c07146691.jpg,13.0,13.0,13,1,"Jan 3, 2012",24.0,PG-13,1,1,8.66,"Demons,Drama,Shoujo,Slice of Life,Supernatural",0sbClE
49,Howl no Ugoku Shiro,Howl's Moving Castle,howls-moving-castle,Movie,jp,1a/95/1a95f578cbd5a9893ccb70e709656620/1a95f578cbd5a9893ccb70e709656620.jpg,1.0,1.0,1,1,"Nov 20, 2004",119.0,G,1,1,8.66,"Adventure,Drama,Fantasy,Romance",B9FAvJ
50,Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,the-disappearance-of-haruhi-suzumiya,Movie,jp,1c/3c/1c3c7e39de63f6ad112978f00e1bd76b/1c3c7e39de63f6ad112978f00e1bd76b.jpg,1.0,1.0,1,1,"Feb 6, 2010",162.0,PG-13,1,1,8.63,"Comedy,Mystery,Romance,School,Sci-Fi,Supernatural",NzYEhr
