id_number,name,name_english,slug,type,country_code,poster_path,total_episodes,latest_episode_sub,latest_episode_dub,airing_status,aired_from,runtime,rating_type,has_sub,has_dub,mal_score,genres,id
390,Gin no Saji,Silver Spoon,silver-spoon,TV,jp,f3/8b/f38b95fe0fde2c3cb6636d215eb05d35/f38b95fe0fde2c3cb6636d215eb05d35.jpg,11.0,11.0,0,1,"Jul 12, 2013",23.0,PG-13,1,0,8.12,"Comedy,School,Shounen,Slice of Life",opmg9c
392,Hikaru no Go,Hikaru no Go,hikaru-no-go,TV,jp,8f/2c/8f2c83be41b276f12ef2151c61d5f1de/8f2c83be41b276f12ef2151c61d5f1de.jpg,75.0,75.0,75,1,"Oct 10, 2001",23.0,PG-13,1,1,8.12,"Comedy,Game,Shounen,Supernatural",ruG0Oq
393,Kill la Kill,KILL la KILL,kill-la-kill,TV,jp,d5/39/d53922598579799ef65ac975e51f0922/d53922598579799ef65ac975e51f0922.jpg,24.0,24.0,24,1,"Oct 4, 2013",24.0,PG-13,1,1,8.12,"Action,Comedy,Ecchi,School,Super Power",Zyjla7
394,Mobile Suit Gundam 00 Second Season,Mobile Suit Gundam 00: Second Season,mobile-suit-gundam-00-second-season,TV,jp,07/5e/075e4f5c322be8611590399f66f49db8/075e4f5c322be8611590399f66f49db8.jpg,25.0,25.0,25,1,"Oct 5, 2008",24.0,R,1,1,8.12,"Action,Drama,Mecha,Sci-Fi,Space,Military",ovtfCS
395,Nagi no Asu kara,A Lull in the Sea,a-lull-in-the-sea,TV,jp,14/84/1484f38d8a9c7065c9dffc5087285670/1484f38d8a9c7065c9dffc5087285670.jpg,26.0,26.0,26,1,"Oct 3, 2013",23.0,PG-13,1,1,8.12,"Drama,Fantasy,Romance",YNDXxD
396,Detective Conan Movie 18: The Sniper from Another Dimension,Detective Conan Movie 18: The Sniper from Another Dimension,detective-conan-movie-18-the-sniper-from-another-dimension,Movie,jp,c5/91/c591f63265491b2ce594fb240704c795/c591f63265491b2ce594fb240704c795.jpg,1.0,1.0,0,1,"Apr 19, 2014",110.0,PG-13,1,0,8.11,"Action,Mystery,Shounen,Police",GNQhIE
397,Gosick,Gosick,gosick,TV,jp,fc/da/fcdad474a87417d34d51efe3a778f5b8/fcdad474a87417d34d51efe3a778f5b8.jpg,24.0,24.0,24,1,"Jan 8, 2011",24.0,R,1,1,8.11,"Mystery,Drama,Historical,Romance",SQrSJ6
399,Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,the-world-god-only-knows-goddesses,TV,jp,7d/41/7d41e6b716f53055eefef213f0470da0/7d41e6b716f53055eefef213f0470da0.jpg,12.0,12.0,12,1,"Jul 9, 2013",24.0,PG-13,1,1,8.1,"Comedy,Romance,Shounen,Harem,Supernatural",DBOiVO
400,Mahoutsukai no Yome,The Ancient Magus' Bride,the-ancient-magus-bride,TV,jp,04/db/04db62f0fd0e01756fb5d34af2b945ac/04db62f0fd0e01756fb5d34af2b945ac.jpg,24.0,24.0,24,1,"Oct 8, 2017",24.0,PG-13,1,1,8.11,"Fantasy,Magic,Shounen,Slice of Life",VxZLCD
401,Summer Wars,Summer Wars,summer-wars,Movie,jp,45/53/45531435c6432585997eaff91b651c94/45531435c6432585997eaff91b651c94.jpg,1.0,1.0,1,1,"Aug 1, 2009",114.0,PG-13,1,1,8.11,"Comedy,Sci-Fi",fMZQTR
402,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,yahari-ore-no-seishun-love-comedy-wa-machigatteiru-zoku-ova,OVA,jp,75/c9/75c9286003109e7571cd9702412db9d8/75c9286003109e7571cd9702412db9d8.jpg,1.0,1.0,0,1,"Oct 27, 2016",23.0,PG-13,1,0,8.11,"Comedy,Romance,School",Cs8SlM
404,Tanoshii Muumin Ikka,Tanoshii Muumin Ikka,tanoshii-muumin-ikka,TV,jp,20/c6/20c6b9ff2a9201131e02f1564486a73b/20c6b9ff2a9201131e02f1564486a73b.jpg,78.0,78.0,78,1,"Apr 12, 1990",24.0,G,1,1,8.1,"Adventure,Comedy,Fantasy,Kids,Slice of Life",94QyME
407,Dennou Coil,Den-noh Coil,den-noh-coil,TV,jp,30/2a/302a962164fa6503c5dabe1814e0e1b8/302a962164fa6503c5dabe1814e0e1b8.jpg,26.0,26.0,26,1,"May 12, 2007",25.0,PG-13,1,1,8.1,"Adventure,Comedy,Mystery,Drama,Sci-Fi",dVwjDF
408,Detective Conan Movie 10: Requiem of the Detectives,Detective Conan Movie 10: Requiem of the Detectives,detective-conan-movie-10-requiem-of-the-detectives,Movie,jp,68/fe/68fe1ffa5940bbe0a2824947414e9f90/68fe1ffa5940bbe0a2824947414e9f90.jpg,1.0,1.0,0,1,"Apr 15, 2006",111.0,PG-13,1,0,8.09,"Adventure,Comedy,Mystery,Shounen,Police",2uhmBx
409,Eve no Jikan,Time of Eve,time-of-eve,ONA,jp,f3/31/f331f7d7b10071c49cf802f8af74e65d/f331f7d7b10071c49cf802f8af74e65d.jpg,6.0,6.0,0,1,"Aug 1, 2008",18.0,PG-13,1,0,8.1,"Sci-Fi,Slice of Life",yGBACT
410,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,gintama-futon-ni-haitte-kara-buki-nokoshi-ni-kizuite-neru-ni-nerenai-toki-mo-aru,Special,jp,89/19/891956f052138172099679e5065f906a/891956f052138172099679e5065f906a.jpg,1.0,1.0,0,1,"Apr 3, 2015",24.0,PG-13,1,0,8.1,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",b0cdoM
411,Glass no Kamen (2005),Glass Mask,glass-mask,TV,jp,04/34/0434e97f13f855360198baeb327606a4/0434e97f13f855360198baeb327606a4.jpg,51.0,51.0,0,1,"Apr 6, 2005",25.0,G,1,0,8.1,"Drama,Shoujo",EP3mW9
413,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",kamisama-hajimemashita-kamisama-shiawase-ni-naru,OVA,jp,18/13/1813a28821df89723d4d936a5c4bdf53/1813a28821df89723d4d936a5c4bdf53.jpg,1.0,1.0,0,1,"Dec 20, 2016",12.0,PG-13,1,0,8.1,"Comedy,Demons,Fantasy,Romance,Shoujo,Supernatural",P2lbsS
414,Kotonoha no Niwa,The Garden of Words,the-garden-of-words,Movie,jp,fd/24/fd2425b4fb8fe7aec860e4706d981392/fd2425b4fb8fe7aec860e4706d981392.jpg,1.0,1.0,1,1,"May 31, 2013",46.0,PG-13,1,1,8.1,"Drama,Romance,Slice of Life,Psychological",CbcpvP
415,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,Ghost in the Shell: Stand Alone Complex - The Laughing Man,ghost-in-the-shell-stand-alone-complex-the-laughing-man,Special,jp,4b/e6/4be62fe2ed33ae4bc36368621599aee8/4be62fe2ed33ae4bc36368621599aee8.jpg,1.0,1.0,1,1,"Sep 23, 2005",160.0,R,1,1,8.1,"Action,Mystery,Mecha,Sci-Fi,Police,Psychological,Seinen",lGaozG
416,Koukyoushihen Eureka Seven,Eureka Seven,eureka-seven,TV,jp,8a/bb/8abbe870f228401707f86791548e8839/8abbe870f228401707f86791548e8839.jpg,50.0,50.0,50,1,"Apr 17, 2005",24.0,PG-13,1,1,8.1,"Adventure,Drama,Mecha,Romance,Sci-Fi",tlk7f0
417,Mirai Shounen Conan,Future Boy Conan,future-boy-conan,TV,jp,f8/47/f847baff406d1181b1a856278ae323cb/f847baff406d1181b1a856278ae323cb.jpg,26.0,26.0,0,1,"Apr 4, 1978",29.0,PG-13,1,0,8.1,"Adventure,Drama,Sci-Fi",ocErP9
418,Clannad,Clannad,clannad,TV,jp,03/3c/033c07868e7fe2c69d216db13dd3a886/033c07868e7fe2c69d216db13dd3a886.jpg,23.0,23.0,23,1,"Oct 5, 2007",24.0,PG-13,1,1,8.09,"Comedy,Drama,Romance,School,Slice of Life,Supernatural",mwgdGA
419,Full Metal Panic? Fumoffu,Full Metal Panic? Fumoffu,full-metal-panic-fumoffu,TV,jp,1f/2e/1f2e235f1fe36c0d071b4a3a42cfec7d/1f2e235f1fe36c0d071b4a3a42cfec7d.jpg,12.0,12.0,12,1,"Aug 26, 2003",24.0,PG-13,1,1,8.09,"Action,Comedy,School",8jb5yk
420,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,gintama0-umai-mono-wa-atomawashi-ni-suru-to-yokodorisareru-kara-yappari-saki-ni-kue,Special,jp,37/9b/379b4bb142a787919cca1a17618f9256/379b4bb142a787919cca1a17618f9256.jpg,1.0,1.0,0,1,"Nov 3, 2015",12.0,PG-13,1,0,8.1,"Action,Comedy,Historical,Parody,Samurai,Shounen",mNqTnj
422,Kara no Kyoukai 3: Tsuukaku Zanryuu,the Garden of sinners Chapter 3: Remaining Sense of Pain,the-garden-of-sinners-chapter-3-remaining-sense-of-pain,Movie,jp,b7/be/b7be668ed257e57554ef3a51159f70bb/b7be668ed257e57554ef3a51159f70bb.jpg,1.0,1.0,0,1,"Feb 9, 2008",59.0,R+,1,0,8.09,"Action,Mystery,Drama,Supernatural,Thriller",qE8Jyl
423,Kuroko no Basket Movie 4: Last Game,Kuroko's Basketball Movie 4: Last Game,kurokos-basketball-movie-4-last-game,Movie,jp,8e/55/8e551a138b49d1cb8eaf683deb003060/8e551a138b49d1cb8eaf683deb003060.jpg,1.0,1.0,1,1,"Mar 18, 2017",90.0,PG-13,1,1,8.09,"School,Shounen,Sports",tuS9FT
425,Magi: The Labyrinth of Magic,Magi: The Labyrinth of Magic,magi-the-labyrinth-of-magic,TV,jp,11/9d/119db3171acab63d95dc40a3cb8aeee9/119db3171acab63d95dc40a3cb8aeee9.jpg,25.0,25.0,25,1,"Oct 7, 2012",24.0,PG-13,1,1,8.09,"Action,Adventure,Fantasy,Magic,Shounen",wmyc9H
426,xxxHOLiC Shunmuki,xxxHOLiC Shunmuki,xxxholic-shunmuki,OVA,jp,79/82/79828d31b54feb71eb859228b5f52d64/79828d31b54feb71eb859228b5f52d64.jpg,2.0,2.0,0,1,"Feb 17, 2009",26.0,PG-13,1,0,8.09,"Comedy,Mystery,Drama,Supernatural,Psychological",oDTm0F
428,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,tales-of-saiunkoku,TV,jp,a8/b0/a8b0fb3b355a219be76c89b850075221/a8b0fb3b355a219be76c89b850075221.jpg,39.0,39.0,39,1,"Apr 7, 2007",25.0,PG-13,1,1,8.08,"Adventure,Comedy,Drama,Fantasy,Historical,Romance",qluS8b
429,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,that-time-i-got-reincarnated-as-a-slime,TV,jp,f6/f0/f6f0a1657b0f119bb850fe3b1bbf81b5/f6f0a1657b0f119bb850fe3b1bbf81b5.jpg,24.0,24.0,24,1,"Oct 2, 2018",23.0,PG-13,1,1,8.08,"Action,Adventure,Comedy,Demons,Fantasy,Magic,Shounen,Isekai",DTEPsd
430,Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,tokyo-magnitude-80,TV,jp,2c/4b/2c4b01bed3640dd46e3cc40c90e3ae79/2c4b01bed3640dd46e3cc40c90e3ae79.jpg,11.0,11.0,11,1,"Jul 10, 2009",22.0,PG-13,1,1,8.07,Drama,T3lo0v
431,Yuusha-Ou GaoGaiGar Final,GaoGaiGar Final,gaogaigar-final,OVA,jp,cf/db/cfdb960e4e898403fe071259db895bab/cfdb960e4e898403fe071259db895bab.jpg,8.0,8.0,0,1,"Jan 21, 2000",32.0,PG-13,1,0,8.08,"Adventure,Drama,Mecha,Sci-Fi,Shounen",FgaM3v
432,Baby Steps 2nd Season,Baby Steps 2nd Season,baby-steps-2nd-season,TV,jp,83/80/838019c4ea7ae9b0a18f84891681dfdd/838019c4ea7ae9b0a18f84891681dfdd.jpg,25.0,25.0,0,1,"Apr 5, 2015",24.0,PG-13,1,0,8.08,"Romance,School,Shounen,Sports",BPalzm
433,Evangelion: 1.0 You Are (Not) Alone,Evangelion: 1.0 You Are (Not) Alone,evangelion-10-you-are-not-alone,Movie,jp,41/7b/417b1d0c5ad84200d68cc2335d20cc80/417b1d0c5ad84200d68cc2335d20cc80.jpg,1.0,1.0,1,1,"Sep 1, 2007",101.0,PG-13,1,1,8.08,"Action,Drama,Mecha,Sci-Fi,Psychological",ir8NjY
434,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,gintama-nanigoto-mo-saiyo-ga-kanjin-nano-de-tasho-senobisuru-kurai-ga-choudoyoi,Special,jp,4e/31/4e314b4c312604128ab6ceecac3546a1/4e314b4c312604128ab6ceecac3546a1.jpg,1.0,1.0,0,1,"Sep 24, 2005",32.0,PG-13,1,0,8.08,"Action,Comedy,Historical,Mecha,Parody,Samurai,Sci-Fi,Shounen",I0evgD
437,Kaichou wa Maid-sama!,Class President is a Maid!,class-president-is-a-maid,TV,jp,f2/25/f225b0927a3a1304240904b5c010abe5/f225b0927a3a1304240904b5c010abe5.jpg,26.0,26.0,26,1,"Apr 2, 2010",24.0,PG-13,1,1,8.08,"Comedy,Romance,School,Shoujo",bJr4MT
438,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! 2: God's blessing on this wonderful Art!,konosuba-gods-blessing-on-this-wonderful-world-2-gods-blessing-on-this-wonderful-art,OVA,jp,c7/02/c702027ad43b64cd5483e379f21e783f/c702027ad43b64cd5483e379f21e783f.jpg,1.0,1.0,1,1,"Jul 24, 2017",28.0,PG-13,1,1,8.08,"Adventure,Comedy,Fantasy,Magic,Supernatural",g5Lu9h
439,Akatsuki no Yona,Yona of the Dawn,yona-of-the-dawn,TV,jp,1f/25/1f25045ed5c1e81d9644ab11f1ffd485/1f25045ed5c1e81d9644ab11f1ffd485.jpg,24.0,24.0,24,1,"Oct 7, 2014",24.0,PG-13,1,1,8.07,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo",0Oo8jP
440,BanG Dream! 3rd Season,BanG Dream! 3rd Season,bang-dream-3rd-season,TV,jp,e0/44/e0441e9f51dfe8381f3f5dd9a93b784c/e0441e9f51dfe8381f3f5dd9a93b784c.jpg,13.0,13.0,0,1,"Jan 23, 2020",23.0,PG-13,1,0,8.07,Music,LV1uNy
441,D.Gray-man,D.Gray-man,dgray-man,TV,jp,3a/23/3a23fc057bd632f76096a962e8d78f4f/3a23fc057bd632f76096a962e8d78f4f.jpg,103.0,103.0,103,1,"Oct 3, 2006",23.0,PG-13,1,1,8.07,"Action,Adventure,Comedy,Demons,Shounen,Super Power",QjTVA8
442,Eve no Jikan (Movie),Time of Eve,time-of-eve,Movie,jp,6a/60/6a60667f4fcc884065d86466491e25d0/6a60667f4fcc884065d86466491e25d0.jpg,1.0,1.0,1,1,"Mar 6, 2010",106.0,PG-13,1,1,8.07,"Sci-Fi,Slice of Life",wqtVMP
443,Ginga Eiyuu Densetsu Gaiden (1999),Ginga Eiyuu Densetsu Gaiden (1999),ginga-eiyuu-densetsu-gaiden-1999,OVA,jp,75/b9/75b9aec4f00caf34e8e39e9f26294ff4/75b9aec4f00caf34e8e39e9f26294ff4.jpg,28.0,28.0,0,1,"Dec 24, 1999",26.0,R,1,0,8.07,"Action,Drama,Sci-Fi,Space,Military",XSF3QS
446,Hachimitsu to Clover,Honey and Clover,honey-and-clover,TV,jp,cb/5f/cb5f4adc7d7d7530b6d0bc921dec5dd2/cb5f4adc7d7d7530b6d0bc921dec5dd2.jpg,24.0,24.0,24,1,"Apr 15, 2005",23.0,PG-13,1,1,8.07,"Comedy,Drama,Romance,Slice of Life,Josei",2j2WhJ
447,Juuni Kokuki,The Twelve Kingdoms,the-twelve-kingdoms,TV,jp,5b/15/5b15527b9f7a3729b2aace38aa3faccb/5b15527b9f7a3729b2aace38aa3faccb.jpg,45.0,45.0,45,1,"Apr 9, 2002",25.0,PG-13,0,1,8.07,"Action,Adventure,Fantasy,Magic,Supernatural",aoI9XC
448,Kingdom,Kingdom,kingdom,TV,jp,03/0b/030b0f71f1ca47b99aa4bc1fcf119a24/030b0f71f1ca47b99aa4bc1fcf119a24.jpg,38.0,38.0,38,1,"Jun 4, 2012",25.0,R,1,1,8.07,"Action,Historical,Military,Seinen",svctJH
450,Lovely★Complex,Lovely Complex,lovely-complex,TV,jp,a1/dd/a1dd2cd8e01c4c1a1c92b6dffb5fd5a5/a1dd2cd8e01c4c1a1c92b6dffb5fd5a5.jpg,24.0,24.0,0,1,"Apr 7, 2007",24.0,PG-13,1,0,8.07,"Comedy,Romance,Shoujo",nfzbMf
451,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Mobile Suit Gundam: The Origin - Advent of the Red Comet,mobile-suit-gundam-the-origin-advent-of-the-red-comet,TV,jp,89/f8/89f8a773979f28fb0d06b34f2ebe974d/89f8a773979f28fb0d06b34f2ebe974d.jpg,13.0,13.0,13,1,"Apr 29, 2019",25.0,PG-13,0,1,8.07,"Action,Mecha,Sci-Fi,Shounen,Space,Military",OWAgvi
452,Paprika,Paprika,paprika,Movie,jp,de/55/de55ff6d647473cf066247bb0cfaf690/de55ff6d647473cf066247bb0cfaf690.jpg,1.0,1.0,1,1,"Nov 25, 2006",90.0,R+,1,1,8.07,"Dementia,Mystery,Fantasy,Horror,Sci-Fi,Psychological,Thriller",0XkD71
453,Toaru Kagaku no Railgun S,A Certain Scientific Railgun S,a-certain-scientific-railgun-s,TV,jp,f6/78/f678ec59bf69fef2b8d0d1dd917967d2/f678ec59bf69fef2b8d0d1dd917967d2.jpg,24.0,24.0,24,1,"Apr 12, 2013",24.0,R,1,1,8.07,"Action,Sci-Fi,Super Power",0CYHay
454,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,my-teen-romantic-comedy-snafu,TV,jp,b2/31/b231331d677a47b4f12b9dafd2e66568/b231331d677a47b4f12b9dafd2e66568.jpg,13.0,13.0,13,1,"Apr 5, 2013",24.0,PG-13,1,1,8.07,"Comedy,Drama,Romance,School,Slice of Life",qW9eja
455,Sakasama no Patema,Patema Inverted,patema-inverted,Movie,jp,8d/48/8d481402a5a905a312b6ee88110c624d/8d481402a5a905a312b6ee88110c624d.jpg,1.0,1.0,1,1,"Nov 9, 2013",98.0,PG-13,1,1,8.06,"Adventure,Sci-Fi",U8YRCZ
456,Black Lagoon,Black Lagoon,black-lagoon,TV,jp,26/15/26153ae545ca9c5820ca989a48c364c6/26153ae545ca9c5820ca989a48c364c6.jpg,12.0,12.0,12,1,"Apr 9, 2006",24.0,R,1,1,8.06,"Action,Seinen",FEhWpt
457,Black Lagoon: Roberta's Blood Trail,Black Lagoon: Roberta's Blood Trail,black-lagoon-robertas-blood-trail,OVA,jp,c9/00/c9001710f3a1009f07b81d494fb90e7a/c9001710f3a1009f07b81d494fb90e7a.jpg,5.0,5.0,5,1,"Jun 27, 2010",33.0,R+,1,0,8.06,"Action,Seinen",FwYbIA
459,Code Geass: Hangyaku no Lelouch III - Oudou,Code Geass: Lelouch of the Rebellion III - Glorification,code-geass-lelouch-of-the-rebellion-iii-glorification,Movie,jp,36/6a/366a3420c493ca94f275b7ed9f904426/366a3420c493ca94f275b7ed9f904426.jpg,1.0,1.0,0,1,"May 26, 2018",140.0,R,1,0,8.07,"Action,Mecha,School,Sci-Fi,Super Power,Military",mB3K99
460,Detective Conan Movie 03: The Last Wizard of the Century,Case Closed Movie 3: The Last Wizard of the Century,case-closed-movie-3-the-last-wizard-of-the-century,Movie,jp,e5/95/e5952f3173f677ce327c1d731b0882e0/e5952f3173f677ce327c1d731b0882e0.jpg,1.0,1.0,1,1,"Apr 17, 1999",100.0,PG-13,1,1,8.06,"Adventure,Comedy,Mystery,Shounen,Police",PnvpoN
461,Detective Conan Movie 04: Captured in Her Eyes,Case Closed Movie 4: Captured In Her Eyes,case-closed-movie-4-captured-in-her-eyes,Movie,jp,c6/96/c696c4f0349ab6c24479d2dc55fc9e2b/c696c4f0349ab6c24479d2dc55fc9e2b.jpg,1.0,1.0,1,1,"Apr 22, 2000",100.0,PG-13,1,1,8.06,"Adventure,Comedy,Mystery,Shounen,Police",i44HWG
464,ef: A Tale of Melodies.,ef - a tale of melodies.,ef-a-tale-of-melodies,TV,jp,2a/56/2a56ba2481ec71311857c46ba40c9d80/2a56ba2481ec71311857c46ba40c9d80.jpg,12.0,12.0,12,1,"Oct 7, 2008",24.0,PG-13,1,1,8.05,"Mystery,Drama,Romance,Supernatural",UDDlza
467,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,ascendance-of-a-bookworm,TV,jp,47/71/47710192a898543bfd1ef6f9ea79ad99/47710192a898543bfd1ef6f9ea79ad99.jpg,14.0,14.0,14,1,"Oct 3, 2019",23.0,PG-13,1,1,8.05,"Fantasy,Slice of Life,Isekai",u6xM3Y
468,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,miss-kobayashis-dragon-maid,TV,jp,d6/bb/d6bb5e72c26c2628c2a968980960ff5f/d6bb5e72c26c2628c2a968980960ff5f.jpg,13.0,13.0,13,1,"Jan 12, 2017",24.0,PG-13,1,1,8.05,"Comedy,Fantasy,Slice of Life",3MoO5q
469,Kodomo no Omocha (TV),Kodocha,kodocha,TV,jp,03/7d/037d8067aeaa78e16459dda8cf59a32b/037d8067aeaa78e16459dda8cf59a32b.jpg,102.0,102.0,51,1,"Apr 5, 1996",22.0,PG-13,1,1,8.05,"Comedy,Drama,Romance,Shoujo",kusM1M
471,ReLIFE,ReLIFE,relife,TV,jp,74/be/74bef7f824fb05ac7b6cbc4c166b621c/74bef7f824fb05ac7b6cbc4c166b621c.jpg,13.0,13.0,13,1,"Jul 2, 2016",23.0,PG-13,1,1,8.05,"Romance,School,Slice of Life",llmtgU
472,Slayers Next,Slayers Next,slayers-next,TV,jp,4c/96/4c96f4ebb067131e893d0b1ddfcda58b/4c96f4ebb067131e893d0b1ddfcda58b.jpg,26.0,26.0,26,1,"Apr 5, 1996",24.0,PG-13,1,1,8.05,"Adventure,Comedy,Demons,Fantasy,Magic",XpXoJd
473,Stand By Me Doraemon,Doraemon: Stand by Me,doraemon-stand-by-me,Movie,jp,4d/c7/4dc75117f559434935a020ef0b54ea06/4dc75117f559434935a020ef0b54ea06.jpg,1.0,1.0,1,1,"Aug 8, 2014",94.0,PG,1,1,8.05,"Comedy,Kids,Sci-Fi,Shounen",M6rOGQ
474,Working!!!,Wagnaria!!3,wagnaria3,TV,jp,ac/8e/ac8ee1f46d281ee692fb4a65eb00f5d9/ac8ee1f46d281ee692fb4a65eb00f5d9.jpg,13.0,14.0,0,1,"Jul 5, 2015",23.0,PG-13,1,0,8.05,"Comedy,Romance,Slice of Life,Seinen",LRZCT5
476,Detective Conan Movie 15: Quarter of Silence,Detective Conan Movie 15: Quarter of Silence,detective-conan-movie-15-quarter-of-silence,Movie,jp,1a/7f/1a7f3fad95a7df626bd5c980e31b70b1/1a7f3fad95a7df626bd5c980e31b70b1.jpg,1.0,1.0,0,1,"Apr 16, 2011",109.0,G,1,0,8.04,"Adventure,Comedy,Mystery,Shounen,Police",8AkUK0
478,Durarara!!x2 Shou,Durarara!! x2 Shou,durarara-x2-shou,TV,jp,b5/5f/b55f592809c37d3231d972ae232ab9df/b55f592809c37d3231d972ae232ab9df.jpg,12.0,12.0,12,1,"Jan 10, 2015",24.0,R,1,1,8.04,"Action,Mystery,Supernatural",9U1mrU
479,Kakushigoto (TV),Kakushigoto,kakushigoto,TV,jp,27/b7/27b78585b429b41e416c8230d59872ab/27b78585b429b41e416c8230d59872ab.jpg,12.0,12.0,12,1,"Apr 2, 2020",23.0,PG-13,1,1,8.04,"Comedy,Shounen,Slice of Life",0p1PEH
480,Kamisama Hajimemashita,Kamisama Kiss,kamisama-kiss,TV,jp,38/ae/38aebe25cb52bffab9682a7d5ecea1b8/38aebe25cb52bffab9682a7d5ecea1b8.jpg,13.0,13.0,13,1,"Oct 2, 2012",24.0,PG-13,1,1,8.04,"Comedy,Demons,Fantasy,Romance,Shoujo,Supernatural",nLMPvQ
482,Kimi ni Todoke,Kimi ni Todoke: From Me to You,kimi-ni-todoke-from-me-to-you,TV,jp,d1/a1/d1a1df9baf756b8926a64430ed2ff0ca/d1a1df9baf756b8926a64430ed2ff0ca.jpg,25.0,25.0,25,1,"Oct 7, 2009",22.0,PG-13,1,1,8.04,"Drama,Romance,School,Shoujo,Slice of Life",vfDwYF
483,Aria the OVA: Arietta,Aria the OVA: Arietta,aria-the-ova-arietta,OVA,jp,41/f0/41f0760002b748337ba33f6fda9d7ad3/41f0760002b748337ba33f6fda9d7ad3.jpg,1.0,1.0,0,1,"Sep 21, 2007",30.0,G,1,0,8.03,"Fantasy,Sci-Fi,Shounen,Slice of Life",mb8xRk
484,Durarara!!x2 Ten,Durarara!! x2 Ten,durarara-x2-ten,TV,jp,7c/a6/7ca63c473c8b7715d5fb2a754ed61a18/7ca63c473c8b7715d5fb2a754ed61a18.jpg,12.0,12.0,12,1,"Jul 4, 2015",24.0,R,1,1,8.03,"Action,Mystery,Supernatural",aD2qm1
485,FLCL,FLCL,flcl,OVA,jp,3a/8c/3a8c52d06daa37855b9e5725a7c48939/3a8c52d06daa37855b9e5725a7c48939.jpg,6.0,6.0,6,1,"Apr 26, 2000",25.0,PG-13,1,1,8.03,"Action,Comedy,Dementia,Mecha,Parody,Sci-Fi,Psychological",NVeZu6
486,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,kimi-ni-todoke-from-me-to-you-2,TV,jp,59/63/596302f03f4a001bdfde68c592bf9604/596302f03f4a001bdfde68c592bf9604.jpg,12.0,12.0,12,1,"Jan 12, 2011",23.0,PG-13,1,1,8.03,"Drama,Romance,School,Shoujo,Slice of Life",e4Hykd
487,Kokoro Connect: Michi Random,Kokoro Connect OVA,kokoro-connect-ova,Special,jp,71/6c/716cf8bc3ec3625abd40aaf417a61e92/716cf8bc3ec3625abd40aaf417a61e92.jpg,4.0,4.0,0,1,"Nov 19, 2012",27.0,PG-13,1,0,8.03,"Comedy,Drama,Romance,School,Slice of Life,Supernatural",F2JCo6
490,Mobile Suit Gundam: The 08th MS Team,Mobile Suit Gundam: The 08th MS Team,mobile-suit-gundam-the-08th-ms-team,OVA,jp,e3/15/e315c4b033f36a27c4aa0dd59a6b2846/e315c4b033f36a27c4aa0dd59a6b2846.jpg,12.0,12.0,12,1,"Jan 25, 1996",25.0,PG-13,1,1,8.03,"Adventure,Drama,Mecha,Romance,Sci-Fi,Military",vWHEYz
491,Noragami,Noragami,noragami,TV,jp,9b/b5/9bb5b41ee2b22c2c681be9bb35f84b6d/9bb5b41ee2b22c2c681be9bb35f84b6d.jpg,14.0,14.0,12,1,"Jan 5, 2014",24.0,PG-13,1,1,8.03,"Action,Adventure,Comedy,Shounen,Supernatural",sci85f
492,Osomatsu-san,Mr. Osomatsu,mr-osomatsu,TV,jp,18/6a/186a5ac3d692dbdc46905a960e38210b/186a5ac3d692dbdc46905a960e38210b.jpg,25.0,25.0,0,1,"Oct 6, 2015",23.0,R,1,0,8.03,"Comedy,Parody",01Sm37
